Symbol,Company Name,Sector,Industry,Country,Region,Zip Code
LAAC,Lithium Americas (Argentina) Corp.,Basic Materials,Other Industrial Metals & Mining,Canada,BC,V6C 1E5
LADR,Ladder Capital Corp,Real Estate,REITâ€”Mortgage,United States,NY,10022
L,Loews Corporation,Financial Services,Insuranceâ€”Property & Casualty,United States,NY,10019-2714
LAC,Lithium Americas Corp.,Basic Materials,Other Industrial Metals & Mining,Canada,BC,V6C 1E5
LAD,"Lithia Motors, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,OR,97501
LAW,"CS Disco, Inc.",Technology,Softwareâ€”Application,United States,TX,78701
LB,LandBridge Company LLC,Energy,Oil & Gas Equipment & Services,United States,TX,77056
LAZ,"Lazard, Inc.",Financial Services,Capital Markets,United States,NY,10112
LBRT,Liberty Energy Inc.,Energy,Oil & Gas Equipment & Services,United States,CO,80202
LC,LendingClub Corporation,Financial Services,Banksâ€”Regional,United States,CA,94105
LCII,LCI Industries,Consumer Cyclical,Recreational Vehicles,United States,IN,46514
LCTX,"Lineage Cell Therapeutics, Inc.",Healthcare,Biotechnology,United States,CA,92008
LDI,"loanDepot, Inc.",Financial Services,Mortgage Finance,United States,CA,92618
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,United States,VA,20190
LEGT,Legato Merger Corp. III,Financial Services,Shell Companies,United States,NY,10017
LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,MO,64836
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,United States,FL,33126
LEO,"BNY Mellon Strategic Municipals, Inc.",Financial Services,Asset Management,United States,NY,10286
LEU,Centrus Energy Corp.,Energy,Uranium,United States,MD,20817
LEA,Lear Corporation,Consumer Cyclical,Auto Parts,United States,MI,48033
LEV,The Lion Electric Company,Industrials,Farm & Heavy Construction Machinery,Canada,QC,J7Y 5G2
LEVI,Levi Strauss & Co.,Consumer Cyclical,Apparel Manufacturing,United States,CA,94111
LFT,"Lument Finance Trust, Inc.",Real Estate,REITâ€”Mortgage,United States,NY,10169
LGI,"Lazard Global Total Return and Income Fund, Inc.",Financial Services,Asset Management,United States,NY,10112
LGL,"The LGL Group, Inc.",Technology,Electronic Components,United States,FL,32804
LH,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,United States,NC,27215
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,United States,FL,32919
LICY,Li-Cycle Holdings Corp.,Industrials,Waste Management,Canada,ON,M5J 1A7
LII,Lennox International Inc.,Industrials,Building Products & Equipment,United States,TX,75080
LLAP,Terran Orbital Corporation,Industrials,Aerospace & Defense,United States,FL,33487
LMND,"Lemonade, Inc.",Financial Services,Insuranceâ€”Property & Casualty,United States,NY,10013
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturersâ€”General,United States,IN,46285
LNC,Lincoln National Corporation,Financial Services,Insuranceâ€”Life,United States,PA,19087
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,United States,MD,20817
LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,United States,TX,77002
LND,BrasilAgro - Companhia Brasileira de Propriedades AgrÃ­colas,Consumer Defensive,Farm Products,Brazil,SP,01452-002
LNN,Lindsay Corporation,Industrials,Farm & Heavy Construction Machinery,United States,NE,68022
LOAR,Loar Holdings Inc.,Industrials,Aerospace & Defense,United States,NY,10604
LOB,"Live Oak Bancshares, Inc.",Financial Services,Banksâ€”Regional,United States,NC,28403
LOCL,Local Bounti Corporation,Consumer Defensive,Farm Products,United States,MT,59840
LODE,Comstock Inc.,Basic Materials,Other Precious Metals & Mining,United States,NV,89440
LPA,Logistic Properties of the Americas,Real Estate,Real Estateâ€”Development,United States,FL,33131
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,United States,NC,28117
LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,United States,TN,37203
LPG,Dorian LPG Ltd.,Energy,Oil & Gas Midstream,United States,CT,6902
LRN,"Stride, Inc.",Consumer Defensive,Education & Training Services,United States,VA,20190
LSF,"Laird Superfood, Inc.",Consumer Defensive,Packaged Foods,United States,CO,80301
LTH,"Life Time Group Holdings, Inc.",Consumer Cyclical,Leisure,United States,MN,55317
LUMN,"Lumen Technologies, Inc.",Communication Services,Telecom Services,United States,LA,71203
LUV,Southwest Airlines Co.,Industrials,Airlines,United States,TX,75235-1611
LTC,"LTC Properties, Inc.",Real Estate,REITâ€”Healthcare Facilities,United States,CA,91361-5693
LSPD,Lightspeed Commerce Inc.,Technology,Softwareâ€”Application,Canada,QC,H2Y 1A6
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,United States,NV,89119
LVWR,"LiveWire Group, Inc.",Consumer Cyclical,Auto Manufacturers,United States,WI,53208
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,United States,ID,83616
LXFR,Luxfer Holdings PLC,Industrials,Specialty Industrial Machinery,United States,WI,53217
LXU,"LSB Industries, Inc.",Basic Materials,Chemicals,United States,OK,73116-2238
LXP,LXP Industrial Trust,Real Estate,REITâ€”Industrial,United States,NY,10119-4015
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,United States,TX,77010
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,United States,CA,90210
LZB,La-Z-Boy Incorporated,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,MI,48162-5138
M,"Macy's, Inc.",Consumer Cyclical,Department Stores,United States,NY,10001
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REITâ€”Residential,United States,TN,38138-3606
MA,Mastercard Incorporated,Financial Services,Credit Services,United States,NY,10577
MAC,The Macerich Company,Real Estate,REITâ€”Retail,United States,CA,90401-1452
MAG,MAG Silver Corp.,Basic Materials,Silver,Canada,BC,V6C 2V6
MAIA,"MAIA Biotechnology, Inc.",Healthcare,Biotechnology,United States,IL,60606
MAIN,Main Street Capital Corporation,Financial Services,Asset Management,United States,TX,77056
MAN,ManpowerGroup Inc.,Industrials,Staffing & Employment Services,United States,WI,53212
MATV,"Mativ Holdings, Inc.",Basic Materials,Specialty Chemicals,United States,GA,30009
MAS,Masco Corporation,Industrials,Building Products & Equipment,United States,MI,48152
MATX,"Matson, Inc.",Industrials,Marine Shipping,United States,HI,96819
MAV,"Pioneer Municipal High Income Advantage Fund, Inc.",Financial Services,Asset Management,United States,MA,02109-1820
MAX,"MediaAlpha, Inc.",Communication Services,Internet Content & Information,United States,CA,90017
MBC,"MasterBrand, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,OH,44122
MBI,MBIA Inc.,Financial Services,Insuranceâ€”Specialty,United States,NY,10577
MC,Moelis & Company,Financial Services,Capital Markets,United States,NY,10022
MCB,Metropolitan Bank Holding Corp.,Financial Services,Banksâ€”Regional,United States,NY,10016
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,United States,IL,60607
MCK,McKesson Corporation,Healthcare,Medical Distribution,United States,TX,75039
MCI,Barings Corporate Investors,Financial Services,Asset Management,United States,NC,28202
MCR,MFS Charter Income Trust,Financial Services,Asset Management,United States,MA,2199
MCN,Madison Covered Call & Equity Strategy Fund,Financial Services,Asset Management,United States,WI,53711
MCY,Mercury General Corporation,Financial Services,Insuranceâ€”Property & Casualty,United States,CA,90010
MCS,The Marcus Corporation,Communication Services,Entertainment,United States,WI,53202-4125
MCW,"Mister Car Wash, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,AZ,85705
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,United States,NY,10007
MD,"Pediatrix Medical Group, Inc.",Healthcare,Medical Care Facilities,United States,FL,33323
MDU,"MDU Resources Group, Inc.",Industrials,Conglomerates,United States,ND,58506-5650
MDV,"Modiv Industrial, Inc.",Real Estate,REITâ€”Industrial,United States,NV,89501
MEC,"Mayville Engineering Company, Inc.",Industrials,Metal Fabrication,United States,WI,53214
MED,"Medifast, Inc.",Consumer Cyclical,Personal Services,United States,MD,21202
MEG,"Montrose Environmental Group, Inc.",Industrials,Waste Management,United States,AR,72118
MEI,"Methode Electronics, Inc.",Technology,Electronic Components,United States,IL,60631-3518
MET,"MetLife, Inc.",Financial Services,Insuranceâ€”Life,United States,NY,10166-0188
MFA,"MFA Financial, Inc.",Real Estate,REITâ€”Mortgage,United States,NY,10017
MFD,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,Financial Services,Asset Management,United States,IL,60187
MFM,MFS Municipal Income Trust,Financial Services,Asset Management,United States,MA,2199
MFC,Manulife Financial Corporation,Financial Services,Insuranceâ€”Life,Canada,ON,M4W 1E5
MG,"Mistras Group, Inc.",Industrials,Security & Protection Services,United States,NJ,8550
MGA,Magna International Inc.,Consumer Cyclical,Auto Parts,Canada,ON,L4G 7K1
MGF,MFS Government Markets Income Trust,Financial Services,Asset Management,United States,MA,2199
MGLD,"The Marygold Companies, Inc.",Financial Services,Asset Management,United States,CA,92672
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,United States,NV,89109
MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,United States,TX,77046
MHD,"BlackRock MuniHoldings Fund, Inc.",Financial Services,Asset Management,United States,NY,10001
MHF,Western Asset Municipal High Income Fund Inc.,Financial Services,Asset Management,United States,NY,10017
MHI,"Pioneer Municipal High Income Fund, Inc.",Financial Services,Asset Management,United States,MA,02109-1820
MHH,"Mastech Digital, Inc.",Industrials,Staffing & Employment Services,United States,PA,15108
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,GA,30701
MHN,"BlackRock MuniHoldings New York Quality Fund, Inc.",Financial Services,Asset Management,United States,NY,10001
MHO,"M/I Homes, Inc.",Consumer Cyclical,Residential Construction,United States,OH,43219-6011
MIN,MFS Intermediate Income Trust,Financial Services,Asset Management,United States,MA,2199
MITQ,"Moving iMage Technologies, Inc.",Technology,Communication Equipment,United States,CA,92708
MIR,"Mirion Technologies, Inc.",Industrials,Specialty Industrial Machinery,United States,GA,30318
MITT,"AG Mortgage Investment Trust, Inc.",Real Estate,REITâ€”Mortgage,United States,NY,10167
MIY,"BlackRock MuniYield Michigan Quality Fund, Inc.",Financial Services,Asset Management,United States,NY,10001
MKFG,Markforged Holding Corporation,Technology,Computer Hardware,United States,MA,2451
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,United States,MD,21031
MKL,Markel Group Inc.,Financial Services,Insuranceâ€”Property & Casualty,United States,VA,23060-6148
ML,MoneyLion Inc.,Technology,Softwareâ€”Application,United States,NY,10011
MLP,"Maui Land & Pineapple Company, Inc.",Real Estate,Real Estate Services,United States,HI,96761
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,United States,NC,27612
MLNK,"MeridianLink, Inc.",Technology,Softwareâ€”Application,United States,CA,92626
MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,United States,TN,38017
MLSS,Milestone Scientific Inc.,Healthcare,Medical Instruments & Supplies,United States,NJ,7068
MLR,"Miller Industries, Inc.",Consumer Cyclical,Auto Parts,United States,TN,37363
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,United States,NY,10036-2774
MMI,"Marcus & Millichap, Inc.",Real Estate,Real Estate Services,United States,CA,91302
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund,Financial Services,Asset Management,United States,NY,10010
MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,United States,VA,23230
MMM,3M Company,Industrials,Conglomerates,United States,MN,55144-1000
MMS,"Maximus, Inc.",Industrials,Specialty Business Services,United States,VA,22102
MODG,Topgolf Callaway Brands Corp.,Consumer Cyclical,Leisure,United States,CA,92008
MOD,Modine Manufacturing Company,Consumer Cyclical,Auto Parts,United States,WI,53403-2552
MMT,MFS Multimarket Income Trust,Financial Services,Asset Management,United States,MA,2199
MMU,Western Asset Managed Municipals Fund Inc.,Financial Services,Asset Management,United States,NY,10017
MNR,Mach Natural Resources LP,Energy,Oil & Gas E&P,United States,OK,73134
MNTN,Everest Consolidator Acquisition Corporation,Financial Services,Shell Companies,United States,CA,92660
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,United States,FL,33602
MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,United States,CA,90802
MP,MP Materials Corp.,Basic Materials,Other Industrial Metals & Mining,United States,NV,89135
MPA,BlackRock MuniYield Pennsylvania Quality Fund,Financial Services,Asset Management,United States,NY,10001
MPLN,MultiPlan Corporation,Healthcare,Health Information Services,United States,NY,10003
MOV,"Movado Group, Inc.",Consumer Cyclical,Luxury Goods,United States,NJ,07652-3556
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,United States,OH,45840-3229
MPLX,MPLX LP,Energy,Oil & Gas Midstream,United States,OH,45840-3229
MPTI,"M-tron Industries, Inc.",Technology,Electronic Components,United States,FL,32804
MPU,Mega Matrix Corp.,Communication Services,Entertainment,United States,CA,94306
MPX,Marine Products Corporation,Consumer Cyclical,Recreational Vehicles,United States,GA,30329
MQT,"BlackRock MuniYield Quality Fund II, Inc.",Financial Services,Asset Management,United States,NY,10001
MPV,Barings Participation Investors,Financial Services,Asset Management,United States,NC,28202
MQY,"BlackRock MuniYield Quality Fund, Inc.",Financial Services,Asset Management,United States,NY,10001
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturersâ€”General,United States,NJ,7065
MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,United States,TX,77024-2217
MRC,MRC Global Inc.,Energy,Oil & Gas Equipment & Services,United States,TX,77010
MPW,"Medical Properties Trust, Inc.",Real Estate,REITâ€”Healthcare Facilities,United States,AL,35242-2225
MS,Morgan Stanley,Financial Services,Capital Markets,United States,NY,10036
MSB,Mesabi Trust,Basic Materials,Steel,United States,NY,10019
MSGS,Madison Square Garden Sports Corp.,Communication Services,Entertainment,United States,NY,10121
MSA,MSA Safety Incorporated,Industrials,Security & Protection Services,United States,PA,16066-5207
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",Financial Services,Asset Management,United States,NY,10036
MSGE,Madison Square Garden Entertainment Corp.,Consumer Cyclical,Leisure,United States,NY,10121
MSCI,MSCI Inc.,Financial Services,Financial Data & Stock Exchanges,United States,NY,10007
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,United States,IL,60661
MSN,Emerson Radio Corp.,Technology,Consumer Electronics,United States,NJ,7054
MTB,M&T Bank Corporation,Financial Services,Banksâ€”Regional,United States,NY,14203
MSM,"MSC Industrial Direct Co., Inc.",Industrials,Industrial Distribution,United States,NY,11747
MTA,Metalla Royalty & Streaming Ltd.,Basic Materials,Other Precious Metals & Mining,Canada,BC,V6C 1X8
MTDR,Matador Resources Company,Energy,Oil & Gas E&P,United States,TX,75240
MTD,Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research,United States,OH,43240
MTN,"Vail Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,United States,CO,80021
MTG,MGIC Investment Corporation,Financial Services,Insuranceâ€”Specialty,United States,WI,53202
MTH,Meritage Homes Corporation,Consumer Cyclical,Residential Construction,United States,AZ,85255
MTR,Mesa Royalty Trust,Energy,Oil & Gas E&P,United States,TX,77002
